Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0435393633147197,1.22538169028963E-05,0.0288009133501953,0,0,0,1.80445503924572,0.00557261131322256,1.30566290519985E-06,-0.0005394752363291,0.0133501948737187,4.50573008478839E-07,0.0165394809238565,0,0,0,0,0,0,package://urdf_v6/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/base_link.STL,,base_link v5.step-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
base,-3.64220613371935E-05,-0.0118679007139265,0.0827015228083967,0,0,0,2.09089475872425,0.0136133851140563,4.81729455018461E-06,-8.59098005600618E-06,0.00966544956416376,-0.000408881345999419,0.0088973254166239,0,0,0,0,0,0,package://urdf_v6/meshes/base.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/base.STL,,moveo_basev2.step-1,Origin_joint_1,Axis_joint_1,joint_1,continuous,0,0,0.0805626889741612,0,0,-0.0137749399473416,base_link,0,0,1,,,,,,,,,,,,
shoulder,0.000114813008914028,0.00164617006420714,0.079941299499622,0,0,0,1.93113022389953,0.0170861143573438,3.41445493508744E-06,-5.12124783514831E-07,0.0162696160765913,-0.000123088014208087,0.00359987375629492,0,0,0,0,0,0,package://urdf_v6/meshes/shoulder.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/shoulder.STL,,moveo_shoulder_1.step-1,Origin_joint_2,Axis_joint_2,joint_2,continuous,0,0,0.166937311025839,0,-0.0401786148125149,0,base,0,1,0,,,,,,,,,,,,
elbow,-7.46284000411879E-05,-0.000200828897958749,0.0430510838696092,0,0,0,0.777952518165427,0.00228138046770369,6.74965199862466E-08,-6.02495655506959E-07,0.00230093015725931,-3.06257161229468E-05,0.000730693959242888,0,0,0,0,0,0,package://urdf_v6/meshes/elbow.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/elbow.STL,,mover_elbow_1.step-1,Origin_joint_3,Axis_joint_3,joint_3,continuous,0,0,0.221123792803564,0,0.0401786148125149,0,shoulder,0,1,0,,,,,,,,,,,,
wrist_1,0.000153301962169394,0.00254377162844288,0.055207741934412,0,0,0,0.336033431090072,0.000698588974148492,-1.06885826108427E-06,4.79930621860622E-06,0.000573509858053887,1.12101684178755E-05,0.00034880665135678,0,0,0,0,0,0,package://urdf_v6/meshes/wrist_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/wrist_1.STL,,moveo_wrist_1_1.step-1,Origin_joint_4,Axis_joint_4,joint_4,continuous,0,0.000500999999999752,0.129539254362443,0,0,0,elbow,0,0,1,,,,,,,,,,,,
wrist_2,1.77449738034685E-05,0.000385812686423459,0.00382819860326156,0,0,0,0.158623990907744,8.93595780141306E-05,-2.6104335366422E-09,-6.69999126988928E-08,0.000106318526071325,-6.19881413589891E-07,7.50977321539314E-05,0,0,0,0,0,0,package://urdf_v6/meshes/wrist_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/wrist_2.STL,,moveo_wrist_2_1.step-1,Origin_joint_5,Axis_joint_5,joint_5,continuous,0,0,0.098960745637557,0,0,0,wrist_1,0,1,0,,,,,,,,,,,,
gripper_base,0.0143867469131291,-0.004491264671937,0.734040601419964,0,0,0,0.0669550612653824,2.24885103661099E-05,2.35779531679998E-06,-2.87441655034307E-06,3.18452563754681E-05,3.5768386237082E-07,3.67649414250802E-05,0,0,0,0,0,0,package://urdf_v6/meshes/gripper_base.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/gripper_base.STL,,gripper_base_1.step-1,Origin_joint_6,Axis_joint_6,joint_6,fixed,0.00101787720548718,0.0025808298232558,-0.67198995308091,0,0,0,wrist_2,0,0,0,,,,,,,,,,,,
gripper_link_gear1,-0.00297507621777554,-0.000951057367850949,0.0079398699788471,0,0,0,0.0043827321176456,9.89267955948116E-07,-2.40994203225474E-09,-4.25781962851361E-09,8.26887812970827E-07,-3.67426237267611E-08,1.88326008679133E-07,0,0,0,0,0,0,package://urdf_v6/meshes/gripper_link_gear1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/gripper_link_gear1.STL,,servo_gear_1.step-1,Origin_joint_72,Axis_joint_72,joint_7,continuous,0.0022853,-0.016581,0.73698,0,0,0.013775,gripper_base,0.99989,-0.013774,-0.0046829,,,,,,,,,,,,
arm_1-1,-0.00973377146166055,-0.000471933127081436,0.0476840249962771,0,0,0,0.010675436027773,4.10221542638023E-06,-1.70835615259974E-09,-9.73743634965072E-09,4.17675656599131E-06,-6.39760429315594E-07,5.77179633857229E-07,0,0,0,0,0,0,package://urdf_v6/meshes/arm_1-1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/arm_1-1.STL,,gripper_leg_a_1.step-1,Origin_joint_11,Axis_joint_11,joint_11,continuous,0.007183,0.0069017,0.019967,3.2949E-05,0,-0.013775,gripper_link_gear1,0.99999,0,-0.0046829,,,,,,,,,,,,
gripper_link_gear2,0.00299448511430589,-0.0079342901160987,-0.000936572008506331,0,0,0,0.00438273213417134,9.89317570900276E-07,1.98696485438238E-10,-7.64266725337186E-10,1.89001478883835E-07,4.23806799553428E-08,8.26162828758777E-07,0,0,0,0,0,0,package://urdf_v6/meshes/gripper_link_gear2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/gripper_link_gear2.STL,,servo_gear_1.step2-2,Origin_joint_83,Axis_joint_83,joint_8,continuous,0.0022853,0.011419,0.73698,-1.5621,-0.0047239,-3.1369,gripper_base,0.99999,0,-0.0046829,,,,,,,,,,,,
arm_2-1,-9.84377959941107E-05,-0.0497030843516875,0.764625845670785,0,0,0,0.0106754473499661,4.1022168098121E-06,-1.70820374496244E-09,-9.7380613424295E-09,4.17675220827326E-06,-6.39774990649183E-07,5.7718513361122E-07,0,0,0,0,0,0,package://urdf_v6/meshes/arm_2-1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/arm_2-1.STL,,gripper_leg_a_1.step2-1,Origin_joint_12,,joint_12,fixed,0.0069482,0.69744,0.050095,1.562,0.0046419,-0.0046828,gripper_link_gear2,0,0,0,,,,,,,,,,,,
gripper_arm1,-0.00301389876356151,-0.0200002760914384,1.41279258195071E-05,0,0,0,0.00163735500294605,3.04623057395787E-07,3.20123040714578E-14,-4.21698270838546E-12,1.02986323317114E-08,4.57633025591438E-13,3.03722580975862E-07,0,0,0,0,0,0,package://urdf_v6/meshes/gripper_arm1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/gripper_arm1.STL,,pivot_arm_a_1.step-1,Origin_joint_93,Axis_joint_92,joint_9,continuous,0.002394,-0.0095808,0.75697,-1.562,0.0046418,0.0046828,gripper_base,0.99999,0,-0.0046829,,,,,,,,,,,,
arm_1-2,-9.84828106767588E-05,-0.0497042816650075,0.764625567407553,0,0,0,0.0106754360238712,4.1022154255657E-06,-1.70800511800836E-09,-9.73759987582467E-09,4.17680108893613E-06,-6.39635160423968E-07,5.77135110455824E-07,0,0,0,0,0,0,package://urdf_v6/meshes/arm_1-2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/arm_1-2.STL,,gripper_leg_a_1.step-1,Origin_joint_13,,joint_13,fixed,0.00090173,0.71738,0.042906,1.562,0.0046416,-0.0046828,gripper_arm1,0,0,0,,,,,,,,,,,,
gripper_arm2,-0.00305619463329498,0.019999744563124,1.39142465030995E-05,0,0,0,0.00163735500294598,3.04623057395776E-07,-1.35805441091839E-15,-4.2169827211882E-12,1.02986324573205E-08,6.08829176103457E-12,3.03722580850236E-07,0,0,0,0,0,0,package://urdf_v6/meshes/gripper_arm2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/gripper_arm2.STL,,pivot_arm_b_1.step-1,Origin_joint_103,Axis_joint_102,joint_10,continuous,0.0024363,0.0044192,0.75697,1.562,0.0046419,-0.0046828,gripper_base,0.99999,0,-0.0046829,,,,,,,,,,,,
arm_2-2,0.00972101962706745,-0.0214757007574,0.0675920673503206,0,0,0,0.0106754473499664,4.10221680921868E-06,-1.70782951940806E-09,-9.7382358449047E-09,4.17679967350685E-06,-6.39641448068453E-07,5.77137668971166E-07,0,0,0,0,0,0,package://urdf_v6/meshes/arm_2-2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v6/meshes/arm_2-2.STL,,gripper_leg_a_1.step2-1,Origin_joint_14,Axis_joint_14,joint_14,continuous,0.00641,-0.020183,0.020794,1.562,-0.004724,3.1369,gripper_arm2,0.99999,0,-0.0046829,,,,,,,,,,,,
