2023-06-12 10:48:07,286 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-06-12 10:48:07,307 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-06-12 10:48:07,309 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-06-12 10:48:07,310 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-06-12 10:48:07,311 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-06-12 10:48:07,312 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-06-12 10:48:07,313 INFO  SwAddin.cs: 201 - Setting up command manager
2023-06-12 10:48:07,314 INFO  SwAddin.cs: 204 - Adding command manager
2023-06-12 10:48:07,316 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-06-12 10:48:07,319 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-06-12 10:48:07,319 INFO  SwAddin.cs: 210 - Adding event handlers
2023-06-12 10:48:07,436 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-06-12 10:55:47,494 INFO  SwAddin.cs: 294 - Assembly export called for file moveo_rest_complete
2023-06-12 10:55:47,497 INFO  SwAddin.cs: 299 - Save is required
2023-06-12 10:55:47,497 INFO  SwAddin.cs: 313 - Saving assembly
2023-06-12 10:55:48,811 INFO  SwAddin.cs: 316 - Opening property manager
2023-06-12 10:55:49,198 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from moveo_rest_complete
2023-06-12 10:55:49,230 INFO  ExportHelperExtension.cs: 1136 - Found 64 in moveo_rest_complete
2023-06-12 10:55:49,354 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in moveo_rest_complete
2023-06-12 10:55:49,355 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-06-12 10:55:49,356 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2023-06-12 10:55:49,357 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper_leg_a_1.step2-1
2023-06-12 10:55:49,358 INFO  ExportHelperExtension.cs: 1136 - Found 24 in gripper_leg_a_1.step2-1
2023-06-12 10:55:49,358 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper_leg_a_1.step2-1
2023-06-12 10:55:49,359 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from servo_gear_1.step2-2
2023-06-12 10:55:49,359 INFO  ExportHelperExtension.cs: 1136 - Found 24 in servo_gear_1.step2-2
2023-06-12 10:55:49,359 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in servo_gear_1.step2-2
2023-06-12 10:55:49,360 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from pivot_arm_a_1.step-1
2023-06-12 10:55:49,361 INFO  ExportHelperExtension.cs: 1136 - Found 24 in pivot_arm_a_1.step-1
2023-06-12 10:55:49,361 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in pivot_arm_a_1.step-1
2023-06-12 10:55:49,361 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from servo_gear_1.step-1
2023-06-12 10:55:49,362 INFO  ExportHelperExtension.cs: 1136 - Found 24 in servo_gear_1.step-1
2023-06-12 10:55:49,362 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in servo_gear_1.step-1
2023-06-12 10:55:49,363 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper_leg_a_1.step-1
2023-06-12 10:55:49,363 INFO  ExportHelperExtension.cs: 1136 - Found 24 in gripper_leg_a_1.step-1
2023-06-12 10:55:49,363 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper_leg_a_1.step-1
2023-06-12 10:55:49,363 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from pivot_arm_b_1.step-1
2023-06-12 10:55:49,364 INFO  ExportHelperExtension.cs: 1136 - Found 24 in pivot_arm_b_1.step-1
2023-06-12 10:55:49,364 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in pivot_arm_b_1.step-1
2023-06-12 10:55:49,365 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from moveo_shoulder_1.step-1
2023-06-12 10:55:49,365 INFO  ExportHelperExtension.cs: 1136 - Found 45 in moveo_shoulder_1.step-1
2023-06-12 10:55:49,367 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in moveo_shoulder_1.step-1
2023-06-12 10:55:49,367 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from mover_elbow_1.step-1
2023-06-12 10:55:49,561 INFO  ExportHelperExtension.cs: 1136 - Found 24 in mover_elbow_1.step-1
2023-06-12 10:55:49,561 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in mover_elbow_1.step-1
2023-06-12 10:55:49,562 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from moveo_wrist_1_1.step-1
2023-06-12 10:55:49,562 INFO  ExportHelperExtension.cs: 1136 - Found 48 in moveo_wrist_1_1.step-1
2023-06-12 10:55:49,563 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in moveo_wrist_1_1.step-1
2023-06-12 10:55:49,564 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from moveo_wrist_2_1.step-1
2023-06-12 10:55:49,564 INFO  ExportHelperExtension.cs: 1136 - Found 28 in moveo_wrist_2_1.step-1
2023-06-12 10:55:49,565 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in moveo_wrist_2_1.step-1
2023-06-12 10:55:49,565 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_link v5.step-1
2023-06-12 10:55:49,566 INFO  ExportHelperExtension.cs: 1136 - Found 40 in base_link v5.step-1
2023-06-12 10:55:49,566 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_link v5.step-1
2023-06-12 10:55:49,567 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from moveo_basev2.step-1
2023-06-12 10:55:49,567 INFO  ExportHelperExtension.cs: 1136 - Found 40 in moveo_basev2.step-1
2023-06-12 10:55:49,567 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in moveo_basev2.step-1
2023-06-12 10:55:49,568 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper_base_1.step-1
2023-06-12 10:55:49,568 INFO  ExportHelperExtension.cs: 1136 - Found 31 in gripper_base_1.step-1
2023-06-12 10:55:49,569 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper_base_1.step-1
2023-06-12 10:55:49,570 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from moveo_rest_complete
2023-06-12 10:55:49,570 INFO  ExportHelperExtension.cs: 1136 - Found 64 in moveo_rest_complete
2023-06-12 10:55:49,571 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in moveo_rest_complete
2023-06-12 10:55:49,572 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-06-12 10:55:49,572 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2023-06-12 10:55:49,573 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gripper_leg_a_1.step2-1
2023-06-12 10:55:49,573 INFO  ExportHelperExtension.cs: 1136 - Found 24 in gripper_leg_a_1.step2-1
2023-06-12 10:55:49,574 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gripper_leg_a_1.step2-1
2023-06-12 10:55:49,575 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from servo_gear_1.step2-2
2023-06-12 10:55:49,575 INFO  ExportHelperExtension.cs: 1136 - Found 24 in servo_gear_1.step2-2
2023-06-12 10:55:49,576 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in servo_gear_1.step2-2
2023-06-12 10:55:49,577 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from pivot_arm_a_1.step-1
2023-06-12 10:55:49,578 INFO  ExportHelperExtension.cs: 1136 - Found 24 in pivot_arm_a_1.step-1
